"V1","V2","V3","V4","V5","V6"
2114,1480,2187,984,3166,1301
100,1217,2001,2855,1416,3043
2733,1613,2849,2925,2437,3432
1122,865,1121,1159,3141,2242
2947,3343,2701,2763,431,753
3414,687,3119,1823,886,1579
874,3159,1692,461,2488,3113
1493,1034,1689,1849,1893,1762
1822,3130,180,2465,1490,1992
850,604,2492,758,643,600
112,2684,2901,1812,2799,1352
1184,2685,57,810,2754,2359
2724,1181,686,680,1533,319
2260,490,2334,2135,541,27
2634,1437,169,464,1800,2785
1201,573,3074,2952,536,2031
3418,596,3445,3498,1141,419
1175,2494,1120,309,1163,1800
535,1365,1220,1042,2168,3005
623,264,2296,990,2687,1632
625,1053,1161,1370,1049,1425
517,1983,2612,190,615,2462
1394,572,173,1067,1601,1222
2278,1012,2556,2229,600,3340
178,1452,2977,2263,2041,2945
472,1056,1698,1148,3404,2802
1335,370,1534,2946,649,994
762,401,2021,3358,271,3196
2459,2473,1270,2780,196,681
3247,2748,3251,1101,876,908
1535,2404,414,3476,3453,3212
1566,1841,443,2648,25,3055
3125,738,892,3303,96,63
2402,1396,277,1428,552,2585
3432,2364,1613,3337,1266,789
1243,3501,1870,2900,736,2353
2786,61,2071,3526,2055,2169
1112,967,2396,554,71,1884
92,2662,2060,2869,1378,2598
3084,1791,467,3200,1970,19
3412,2907,491,2252,898,2759
329,47,324,690,1412,965
1864,2271,659,462,1796,1464
2757,215,1509,1405,2358,2899
101,1277,200,512,2142,2413
201,3105,3289,17,2205,1482
2664,630,342,2316,2614,748
853,1701,888,2737,2189,3242
2162,2873,1667,2081,2879,1087
2497,337,951,2603,3521,1833
1323,1637,2419,297,587,393
1684,1075,1325,1379,716,3156
3375,565,1689,751,1849,1717
1002,3298,2303,2052,2016,2194
3272,2193,2270,764,461,3113
2519,1945,1361,892,9,3290
1180,1220,335,2168,162,1484
1502,902,1476,56,2243,804
3187,746,2127,1818,357,232
1026,2390,1845,2368,2265,2372
986,252,2058,3369,624,722
2079,258,445,1203,3235,495
2563,2774,485,2881,2781,2942
2395,1876,1558,467,3200,2638
2458,1947,908,3251,3112,2360
2870,1950,81,4,3114,2645
1431,1646,2599,2920,2040,1136
2064,1528,1544,2295,344,2760
3122,1608,2307,2562,2688,2046
1815,2301,2628,3422,1859,62
3077,3033,599,3317,2962,142
2513,3049,452,3311,803,2184
1839,2207,1305,2876,1316,234
1141,2632,2113,3418,2420,1871
2505,718,516,1887,2065,720
404,3046,2571,3503,1134,426
1693,3022,242,522,378,310
347,403,1306,2282,1190,5
1255,2145,1648,1707,514,2225
1516,1182,1088,1097,2848,2219
3185,3211,2267,95,2591,622
1749,2985,449,3199,3200,19
1063,238,948,2745,261,2857
1089,236,119,503,934,636
2073,1589,296,2276,3267,2703
1665,821,135,2234,2914,2860
1464,1676,1752,3192,2271,471
1690,240,3003,1418,696,651
3161,976,2324,1806,1151,2063
688,3393,1211,1241,1268,1003
464,1163,1175,1724,1727,1437
1683,3086,1059,1478,63,426
2315,195,2765,1653,2203,2692
270,1251,964,3112,2517,2360
3199,202,2985,125,2557,2491
123,2319,1843,3409,2680,3167
653,2063,1798,3177,3161,1104
323,1116,1035,1514,2983,581
3165,1642,2320,541,27,338
2249,1868,2654,1576,1249,2600
3207,3143,2072,1504,279,2254
3362,1376,16,3145,2922,2226
2901,479,1240,1720,1577,2684
740,1442,1107,3032,1610,949
1076,2341,1444,2418,3021,1978
1509,1779,3468,1859,2757,62
2904,342,2664,1313,1052,2561
3258,1148,472,2289,3325,2753
746,760,3187,1768,1338,55
2335,374,1483,2525,968,483
1941,202,2221,2897,1461,598
506,361,2724,2361,686,2044
1200,1718,2810,1414,180,2465
3119,3101,3224,2750,3414,293
2057,2066,2939,1901,1649,1248
2321,2214,2277,1448,405,880
122,1675,770,2539,3516,631
448,2070,2936,254,2859,2535
3366,2095,2620,3254,1993,621
3162,1060,159,2604,546,1330
3191,473,954,3245,1393,3478
1952,109,750,48,2788,1622
2729,3131,2284,2744,2385,1348
338,2603,1642,2497,1607,1759
2258,1024,2452,2171,3388,330
1976,2072,2300,2089,1271,350
1645,2520,2725,3527,1951,712
3387,1964,2618,2478,2025,3528
670,2208,1070,3301,2016,828
3504,1782,451,765,1305,2876
3169,2535,2466,217,2070,185
25,2218,1741,748,443,3055
2073,2216,566,2646,2198,1427
3249,1805,2319,82,1705,3167
391,2443,336,129,1364,1028
2390,2006,2368,1769,2396,554
2624,2185,2609,3240,23,2969
2450,243,1041,2445,3195,2111
360,766,2138,2955,2938,417
1689,1205,744,1493,3375,2775
3492,3503,404,793,1152,1158
2102,1421,2956,89,1077,272
3376,1685,1066,2816,869,16
2172,1449,2348,1413,992,939
1074,3163,3124,1092,2823,223
2047,1293,227,692,1962,3246
447,2973,3039,392,3144,1234
259,2154,1484,3274,2257,2485
2529,1532,1481,1033,2439,3216
3468,2628,2952,1815,536,1779
1166,2330,3323,2932,1456,457
2237,1604,441,2362,924,971
1268,2182,590,2026,304,3402
445,3028,2204,2079,53,1771
2623,1752,1367,3474,1464,659
2878,1168,709,1967,685,489
650,2714,3330,2387,3355,817
2405,3050,1330,1474,1554,2604
2654,2842,1809,1702,2600,1216
2611,1100,132,433,966,121
2181,736,1970,494,1243,1745
3418,1704,2632,921,1170,1783
1300,523,6,2996,707,1290
1884,3073,967,1987,1157,1020
3203,491,1096,513,663,2907
2011,2286,3142,2378,91,537
1773,2722,2638,714,449,3200
1654,3228,1681,2858,2706,2637
2307,811,3122,2499,2231,2862
2452,550,3442,1024,668,146
166,1301,1155,3294,2809,206
2500,1535,1555,2238,826,78
225,3296,864,3403,2738,2225
2192,1928,2525,313,3365,1366
71,1873,1747,2636,967,1987
1340,2488,587,3159,411,3002
3304,626,1249,1444,102,2249
2508,720,1784,3180,2477,2505
691,2023,1925,2120,717,802
1659,2329,2231,635,3300,327
1655,2541,2172,73,551,1957
3234,1955,1078,907,2968,886
848,3214,1057,197,226,3242
3009,1034,1493,696,2775,3276
1356,176,1703,3433,3371,2374
436,1098,2861,2620,3012,3366
2085,3085,2626,3103,2893,825
1541,3172,1502,56,301,500
264,2597,698,2906,2729,2744
407,2284,2433,775,1581,915
3360,3080,2455,1909,1469,2596
672,1248,1824,3327,2066,49
3454,302,700,1233,2847,2397
760,430,1235,130,955,671
458,2586,1117,2570,2264,933
827,960,1288,221,428,528
3233,3247,3040,612,995,2100
3435,2942,1489,1422,485,351
295,3502,1273,3027,1242,2916
2622,3080,3360,1900,800,3215
824,348,772,2227,3512,1106
2117,26,1296,1697,1467,998
3093,2131,622,373,3211,2871
2384,1508,2206,2101,499,326
1499,2020,1982,279,2690,2300
220,126,2123,2963,434,2694
2030,3341,162,822,1180,1631
178,2897,3095,1941,2027,2988
2576,394,2253,2544,3121,657
2576,139,525,3121,92,2253
1650,158,538,2563,2393,2881
2523,314,2965,293,2827,72
3306,3297,2496,3024,1669,1662
2966,1986,2820,2818,273,3263
2568,262,2797,1207,2037,1587
1888,2565,717,3147,802,2800
1471,1359,217,3194,1486,1526
2632,1382,3348,1931,1704,646
2525,1883,1572,483,1366,2417
3319,1327,498,2918,1651,2328
2470,2949,507,618,275,413
3348,1656,769,1927,944,1382
3385,932,1961,88,2959,1018
2567,982,558,113,3486,1368
2949,253,446,3116,2896,2579
3394,2157,708,2134,1226,3408
1044,3265,1603,1149,1263,199
761,366,1539,597,1039,3361
278,1144,1006,3310,813,3331
349,2133,2903,2596,400,1657
1331,2621,2036,2166,779,2578
3095,1820,591,1917,2221,2897
2964,656,3255,2469,1400,2250
2936,3344,290,381,2403,2546
283,370,1186,196,808,681
738,892,2519,1765,1742,1959
2690,828,1492,2020,1070,1299
1774,2458,3251,1991,1402,3099
246,308,2530,1290,368,1549
3239,3082,3458,699,1419,726
2870,1775,4,2118,962,81
712,3339,10,1391,1836,1645
1831,2345,750,48,2853,1559
2548,562,3473,177,2481,2122
2678,3460,2976,2287,1126,1319
1891,3234,907,3284,1430,2605
93,3410,357,2175,232,3030
73,2348,2172,2371,1890,2822
1584,2915,2464,1094,2489,852
892,1179,2519,96,3045,9
788,3094,231,2283,1015,2115
380,2959,2104,2640,1932,3385
3246,2410,1196,1855,2047,1401
730,1264,2805,568,776,660
1837,3216,2025,3528,1532,7
3168,2663,1395,566,2198,1446
877,1497,3420,288,2524,3011
745,489,1865,818,2878,2471
2368,554,2080,2314,967,1020
971,2662,1604,1292,3001,2511
19,2181,494,1870,1749,3084
1095,3021,2654,2341,1702,312
2361,1380,255,2724,2783,680
3059,3364,1706,3430,3405,504
1022,1650,1363,420,3315,2305
1275,1986,887,1680,2867,1383
99,1835,973,320,2089,1271
50,1204,2323,307,1274,2146
364,2418,2814,2341,582,1814
2456,3138,2635,889,2170,2926
2705,3041,2709,1154,2699,735
1145,459,2014,179,2559,412
2691,2690,1537,1914,1259,1499
1731,1495,615,2462,586,1072
2666,1364,2443,3232,667,2200
1160,2279,32,3000,2467,332
2820,1680,1923,1975,3263,1383
1157,2636,910,1873,2990,1884
2995,3437,2,632,359,768
552,2863,2944,2402,2029,1515
805,2675,2940,1128,683,2660
1947,2957,2458,3099,2442,2682
3434,2465,2630,3130,1718,567
2431,2620,3127,24,2095,1828
2292,2532,1106,1663,1131,2838
511,1162,1225,3155,2527,218
353,1303,781,2004,870,307
559,1490,1510,798,3130,2306
3367,3397,1137,1206,2282,613
188,798,3206,2388,3443,559
2976,3123,2143,3460,2642,694
1416,2731,1279,1711,2997,1217
2787,3466,2928,2769,1257,3387
261,3481,3020,160,953,238
2998,836,2573,781,1996,1303
2750,2302,3224,2559,72,1187
2482,2333,1845,2390,493,2396
382,773,1221,3064,3462,79
2150,3013,815,2777,3500,3051
374,148,1013,3490,1567,1636
520,1260,2141,2087,3342,1550
1439,1875,91,537,2501,3183
2028,2245,1140,3201,230,2777
1434,3006,3509,1372,2538,959
2559,1676,1981,2302,957,1145
125,2557,783,3188,1427,2698
2303,828,1838,3298,2208,1763
2220,777,281,500,1585,3526
3369,2022,1621,252,2804,2667
2708,2634,3406,3286,3337,2641
1914,1299,2690,2300,1946,1271
441,271,2237,762,46,1737
679,2018,2804,2667,1021,2693
3120,833,1888,691,871,2120
3486,1309,1527,3260,900,657
2618,1532,2569,1964,1590,1837
2182,1268,2911,1862,2480,1211
2988,2703,2945,1917,178,3485
2776,942,2012,1118,1140,3201
966,669,2944,1520,2863,1989
1916,495,1180,3341,66,258
2615,438,1201,2429,3074,1725
3305,2969,3455,3529,2624,105
346,461,874,34,2193,76
280,1217,3061,241,2731,8
661,2547,2542,1465,682,2933
2761,2727,779,2223,1331,1940
1207,1666,1617,262,2577,1924
3154,237,1174,674,644,2449
829,172,41,1035,2935,581
2920,209,1776,254,1431,204
3095,2977,12,178,972,1734
2137,895,3150,2261,2960,1602
1668,325,837,2617,1165,1293
686,2051,1821,37,361,642
1476,3181,61,2243,2963,434
3495,2562,1608,2730,1778,1635
1855,1293,2156,1962,2410,1668
1053,945,2506,2406,1462,2432
291,42,822,3312,1631,3357
1303,2566,2573,2851,406,454
1241,2044,361,642,688,540
1071,2194,1002,1379,1763,3156
545,690,2379,2832,1275,329
1080,2344,1317,375,505,1183
576,2169,2071,2313,2892,1746
3066,2783,1342,2125,1380,3456
1824,1520,1649,2066,2716,1505
3369,563,2132,1770,1347,986
1138,3125,3098,167,2165,1478
1378,3001,3,1748,634,2662
305,3243,17,2205,2800,1281
129,151,1037,2443,3053,667
1806,976,1798,3177,3161,1104
1777,2322,767,1065,1544,2295
2631,516,285,718,2351,1784
1520,669,1824,2057,672,1901
3514,592,706,2811,2094,569
1192,3483,2107,2378,537,11
51,838,2123,2643,2694,2202
2466,1827,3015,2859,2535,1840
3320,576,1746,2055,137,2786
1810,1835,279,350,2254,2300
1794,1842,296,2276,566,2646
860,1587,140,2650,799,262
325,3281,1293,2749,692,2970
228,1584,852,524,1048,1374
2858,541,1681,3165,2334,2309
1524,2422,496,85,3383,1518
1771,2204,445,1203,1863,2268
2314,1968,173,1312,1020,3208
1373,1087,1758,3267,2162,2174
729,2462,1253,1072,190,450
759,2131,1398,622,2871,3252
1457,844,2885,3506,2492,2290
1896,2696,2626,3103,1525,832
2554,2868,1058,2633,1700,1167
2141,1403,2587,2010,98,1260
1542,2617,837,1395,1433,1446
2896,973,350,1835,2470,1976
103,993,693,3054,2752,1463
929,3350,1455,1266,2551,249
1294,977,152,84,1011,979
1091,1173,1311,2887,3310,3331
2230,2811,706,1479,2067,603
3024,1828,3127,1993,3306,621
2992,2190,3338,2391,639,14
3378,3404,1384,1056,1073,749
709,2653,2369,855,2878,2700
1231,2533,2816,1429,1019,3376
3386,612,3000,3040,332,1906
2178,326,1657,1228,1913,2384
1851,89,1288,2956,58,470
251,2440,3329,2821,1415,922
1961,1116,897,2409,2640,3385
3463,773,2130,3462,2608,480
1440,928,3132,1556,3100,2211
160,11,3481,1192,2068,963
882,2830,2672,2352,946,3014
1000,1404,904,2132,3202,1347
2522,1246,2779,858,515,2343
3195,504,1847,2574,3364,243
661,3044,2542,2796,2741,38
2420,1638,978,1783,1141,617
1150,1710,984,3166,1480,2187
1458,2283,675,373,788,2871
2202,2606,919,429,2337,1090
1911,898,1296,1697,1545,3412
4,1950,3484,2870,1178,962
2469,2134,3308,656,2697,3394
871,802,3008,1888,2023,478
2548,2311,2572,2655,819,906
177,819,2548,233,1953,304
847,2694,1915,2069,220,51
2496,2160,1363,3306,621,3315
346,3456,2056,585,3066,927
224,2836,785,725,1423,189
3227,588,1768,357,386,3187
425,2910,725,915,1348,189
1467,68,560,2898,2304,2438
480,2608,2582,2105,3463,2911
622,1912,2083,759,2871,1398
1347,1621,2109,1000,2058,3369
1939,2545,1469,1526,2596,400
2119,708,2697,3394,1357,1935
1723,468,490,250,163,27
695,1705,3249,3257,728,1615
389,2837,2042,2960,2262,1602
2938,3152,814,763,360,1848
2979,831,376,1568,3060,2171
2984,303,2239,2931,2817,2430
2087,1709,2587,2010,3117,520
200,67,3171,3091,1277,1754
90,704,2642,2342,2000,2976
3450,1692,874,3351,76,2826
1136,1788,1255,2514,1431,514
1274,540,1003,1977,1241,1204
3424,601,2197,1125,393,1236
3389,256,878,724,530,3204
451,3270,3504,385,3225,959
1661,2008,3500,3051,2619,3441
3341,495,247,1203,2583,1435
3307,949,2716,3079,418,1442
3334,2676,1411,3054,3079,1463
1857,84,2257,2485,1132,1294
1218,280,1619,940,855,3137
2047,1446,2410,1668,2663,2617
1935,3408,708,1119,2134,1226
2790,1022,620,2591,2363,95
2286,3391,1289,3506,3392,1055
2124,2652,3315,2393,3254,621
2710,737,119,1614,2592,934
3036,1758,469,1373,1667,2081
2332,3070,2718,2201,2391,2543
3065,2280,776,730,1622,2444
96,1179,3098,3125,1417,2059
1628,2578,1331,1940,1664,701
2601,2680,1408,3409,127,1699
335,1220,2791,1766,1365,1728
2055,2963,220,61,2892,1746
2635,18,654,2456,1014,547
3388,2792,1568,2979,1834,2258
1890,1853,551,1957,939,2348
1554,2707,2405,2401,1867,2191
2705,3267,1373,2891,2081,1589
815,3030,93,1956,3522,3013
851,2427,1050,2575,1313,1494
1302,2292,422,1350,2227,2486
624,2101,986,2689,1228,2384
3017,1514,1308,1358,323,1506
3509,1503,1434,2649,2013,1322
1970,19,1870,2233,155,1243
2026,1862,2608,2911,3402,3416
1215,1208,3070,3524,2902,2992
3311,3236,3049,2797,1781,3111
367,1846,3068,3494,2609,3240
2399,3529,873,2213,3358,1453
3166,1710,3292,2114,2442,1150
3100,2794,481,1011,3132,1023
3242,256,848,1757,732,888
2391,2543,2934,2096,3089,639
2401,3090,2707,1688,311,2604
1883,183,313,3365,913,179
34,1764,3272,2033,1297,461
320,2052,99,3156,3298,1763
1088,1349,2527,1182,2317,435
1128,510,805,378,2807,289
297,103,2147,393,549,3424
1625,566,2663,2216,1965,1842
1382,192,2411,3436,1656,697
365,3232,2666,398,1984,1671
2718,1396,2823,2163,3124,2332
2606,2116,2643,838,2069,429
1426,2692,2278,1802,2229,2315
2079,1863,2268,3028,1557,445
17,3421,1755,2061,3105,3243
3374,499,21,3110,1913,2384
3322,1782,1242,2235,1316,234
943,3107,1838,670,2303,2016
1355,2526,1276,2975,2742,3314
918,1344,3492,440,2,359
453,1556,1440,3395,2106,1551
2917,3279,3269,1250,555,141
110,3358,1127,2399,2186,762
1825,2621,880,1562,75,405
1498,539,3,3266,634,2428
345,1842,2198,1427,1625,2698
3499,2833,2285,1221,3058,79
2316,748,1045,1841,3055,1314
69,1097,3010,169,1516,1789
2017,3172,777,500,281,1502
591,1461,414,1820,3453,1941
1389,3415,354,2843,3426,2711
1595,2727,2761,2036,476,2588
713,2719,2517,614,2461,1264
2738,514,1882,1648,3296,1788
3145,3088,1376,1811,900,16
422,1106,1910,2292,824,2177
3010,719,3253,638,817,2387
1012,2846,2278,1733,1426,2203
2094,667,706,1479,2666,151
635,3122,811,1889,1878,1659
237,3498,3176,628,596,106
3199,2181,125,19,783,155
2860,444,1795,3107,1665,670
234,1598,3186,3083,2207,3322
2766,343,739,2406,675,616
46,1861,2021,2659,441,2362
826,3453,12,1881,591,1535
2931,466,2140,2564,2430,1405
190,977,1023,3417,517,809
2782,3050,753,1488,431,1867
3301,1070,1122,1492,1121,1713
804,2045,1476,1767,2886,434
1515,3307,1505,1411,2863,182
2012,3328,230,2777,1678,3051
952,875,410,235,2916,366
339,2403,3336,3344,2972,3219
1044,1592,1679,199,842,2875
102,1809,1410,1886,1576,1249
872,3146,1400,656,1942,3394
64,194,175,2798,1232,2518
2759,1583,1750,2671,2907,3283
2544,3121,1700,1918,1167,2576
350,446,3207,3067,2072,1810
2487,414,1560,2491,1461,2404
534,1555,475,611,1307,501
1484,1294,1375,2154,335,1857
1834,3019,330,731,1568,2171
2923,1600,2827,2423,462,2414
490,1723,2293,2334,286,577
1602,2819,2042,324,895,965
1602,3081,2137,553,2837,703
2945,1682,3244,1005,1734,1452
2570,1071,1904,395,2586,1329
2372,3068,1769,1026,862,367
1208,2994,1215,2441,3448,2828
1790,3252,2591,622,2453,759
1203,1557,2204,794,2079,247
3142,3438,1399,91,2477,607
764,1764,1648,2738,609,3113
957,1752,2423,1676,462,1796
731,2853,3019,2479,1069,750
992,1481,2354,939,356,2529
1155,456,3294,1164,1131,2838
3118,1254,2681,3198,1103,2671
2839,2703,2646,2988,1794,2073
384,880,2905,1825,1328,2321
1733,2229,890,2556,2203,2692
2317,1985,1349,561,32,3000
2742,2164,1291,3065,48,1622
1553,1209,1261,3160,2380,3089
1306,1137,3367,1787,1998,403
2115,3094,788,2871,1960,1398
2744,1899,1832,1581,915,1348
3170,3058,1084,1623,2217,3499
2159,3391,1875,3392,3142,2378
1126,1573,1954,1438,3116,3460
2299,70,1674,2424,787,333
3325,224,1817,2930,3258,488
3495,3506,1289,1457,2673,2084
3212,1671,2756,78,1407,3232
2177,1994,2227,2486,2838,1106
2334,2637,2260,577,1681,1285
981,433,121,526,136,1869
344,1065,1777,3083,2064,1598
821,2687,623,1729,2773,3447
3280,1472,85,1156,1265,1102
3136,1620,1701,2720,2737,1213
879,2288,111,1612,333,1674
1271,279,2020,1835,1914,2072
1184,1779,107,115,2628,3422
957,2005,2014,2806,2559,72
943,2016,1496,2208,1002,1763
2438,1143,560,2129,2502,3220
2881,485,420,1650,1974,1489
2987,322,798,1490,1223,1997
1878,2688,1778,1696,3122,2499
3135,2558,2927,542,836,594
953,3165,261,2858,948,2077
1406,3445,1460,596,106,2781
2121,1415,906,299,2440,2655
1,1104,2625,653,869,1806
2892,3025,974,2055,1588,576
2080,2368,1312,1968,2463,1026
1466,1802,2670,1426,2765,2203
748,2218,2365,1045,1756,2664
1182,2279,2195,13,1349,561
602,2630,2872,315,3434,2483
123,1805,82,1843,1618,866
948,338,1808,3018,3165,1063
3255,1825,384,2964,2277,1448
2064,2828,128,2441,767,1065
307,3087,353,1977,801,50
200,1151,1798,3182,3161,101
1276,2526,317,1291,2209,1108
45,388,1454,3034,2773,2516
1152,2560,1110,3221,918,1546
2512,498,3115,3319,3335,1929
1889,2590,645,203,635,3300
1166,1860,2932,2506,616,1068
3349,1582,3390,1333,1443,1565
1428,2163,1396,2739,2201,2543
1216,2006,2482,2842,997,493
2293,1723,1681,2260,2077,541
44,313,1819,980,1483,2525
2700,1197,2653,205,2721,3231
1090,3440,429,3072,2116,1233
385,2823,3270,2902,3163,2718
782,3084,627,494,648,1491
105,2399,996,421,110,509
1814,312,364,1978,1971,3021
704,1198,90,2143,1224,2421
3144,515,447,1246,988,2110
931,2054,1703,118,1317,375
1952,2853,1559,2479,1108,750
2974,862,2372,914,1321,1651
3184,2955,3444,2616,360,1551
1413,1957,1853,2764,2172,2371
1157,1666,544,3073,2650,2589
3012,2359,2861,3373,2685,1006
413,285,579,507,516,2065
3053,3459,2672,3493,2108,2830
2900,3104,3299,1552,3501,1745
1278,3120,2273,356,3128,992
1319,153,1010,3508,2678,3452
1623,1084,2915,1094,2285,852
3384,3241,161,3346,754,1652
1509,529,1336,215,3370,1753
2350,810,2685,1006,1721,813
1191,3112,1251,908,1803,1774
1972,506,1821,255,2724,1027
971,2659,1861,925,2237,3078
1363,620,1022,2496,2158,1662
660,1744,1266,789,249,2805
2664,3256,2316,1052,1045,3464
1605,3458,2852,1030,1473,142
894,3334,182,549,2723,3424
1968,2314,1845,554,1769,1026
855,3396,1218,2098,2627,709
2850,771,947,1176,1283,503
2822,2764,1957,1488,2348,791
1321,2265,2390,2346,1769,862
723,28,87,3523,1570,3037
840,2514,3433,1586,1356,1894
711,2884,3227,1336,3370,755
1324,3290,133,756,3461,1310
2483,1107,2536,1610,369,1670
3392,537,1192,1875,2068,2286
774,1275,887,2053,1093,545
1261,931,3371,1553,1643,2281
1691,1410,111,3407,102,1674
452,3471,1660,3513,2513,2407
499,3374,863,1038,901,786
1913,2689,21,2206,2101,2178
1099,1348,425,1832,2815,3131
2875,64,469,2798,3497,1592
156,817,650,3253,1866,2228
1540,559,1999,641,188,168
1459,2463,2609,1222,1312,23
1845,2482,1769,2006,2372,1321
2543,2190,2992,2096,2163,3070
3436,1441,1246,697,3144,1234
3315,538,1650,2160,1920,2652
1418,1453,352,873,3305,2186
1773,1096,3203,1491,1558,467
554,493,1845,1747,2006,1112
593,1233,752,302,1902,3440
127,640,2680,3431,3167,1172
2186,3529,2340,105,2213,110
2743,3080,1404,2622,867,2903
2191,2405,3090,2707,2604,2173
1515,1743,1989,552,2723,2585
2546,2247,208,1943,3344,2972
1560,1740,3324,2255,414,3476
1867,2401,2604,2173,1330,1554
2506,616,945,2048,2236,2766
2513,896,2382,3487,3471,1574
3383,1351,1047,2422,52,3213
3385,581,2104,2728,1116,172
1962,2663,1401,1625,2156,2047
1656,3328,2702,2199,192,2619
1624,3321,3038,2602,1009,15
512,1001,1277,3205,1754,3056
1600,455,3004,2259,3025,3320
1227,652,3078,2659,2362,46
3110,3399,2553,21,2677,1420
239,1366,3507,1572,1928,3192
1639,1978,582,1814,985,1076
3351,587,1692,1323,2488,1760
2113,3348,1511,2632,978,1783
2501,1224,1439,90,930,2342
1265,2078,3213,2408,85,3383
2806,462,2827,2259,2271,957
1674,390,1410,2288,1576,70
3275,954,2471,1393,205,745
176,658,2455,2951,1317,505
2176,267,1050,2575,1313,1494
509,996,3266,721,539,2215
2615,1337,2031,3425,1201,211
1405,2817,2239,2757,62,2140
1993,550,24,1455,2551,3127
1166,1462,2506,1111,2048,1580
3150,2986,1581,2960,1899,407
260,1362,3231,2751,207,1197
3361,2910,1523,318,775,2813
1093,3202,1536,774,2743,114
3350,2849,191,1613,3278,1712
2304,941,68,1390,2129,2502
2569,1481,551,1655,1532,1858
2103,2655,2311,266,2821,1415
2266,1065,2994,2322,210,2828
3099,3292,3166,1991,2187,2957
1844,667,2062,1984,129,1364
1256,1622,222,776,109,2164
1041,2830,1658,1847,3459,243
3134,990,3131,1632,1377,1099
2698,2958,345,783,843,155
1433,175,1029,265,837,194
106,674,237,1406,2038,1422
1543,1847,1018,989,1041,3195
1579,2795,907,1078,772,3512
330,1879,2788,1834,3442,1024
2591,3479,2669,3252,2790,2267
2825,2534,3525,1214,2712,2843
2951,2426,1900,1469,505,3360
1979,2170,2635,889,18,654
2564,1295,865,1385,466,1061
1774,1947,2682,1991,3112,143
1738,196,3283,655,2473,1583
811,3399,645,1195,635,1262
2517,416,181,2719,1251,2224
190,1072,1983,729,2082,1731
2389,1026,3068,2314,2609,1312
524,2489,1584,1958,3428,1123
1414,1992,1718,567,594,1822
3015,863,2070,2971,1840,3169
416,32,1160,1051,1985,3261
683,1596,2675,1009,2895,15
3255,2119,3277,1942,3308,656
1930,618,2896,2949,973,2089
1393,818,2425,745,1967,154
89,1421,1633,1230,1530,2574
1738,2780,1583,294,2459,513
1626,3147,2588,2565,2761,570
1343,3259,322,1593,2810,180
3036,1105,3497,2709,564,2699
607,3180,2269,2508,1399,1887
3528,3250,1837,3387,1119,1964
2853,2272,2345,731,1952,1069
1211,3462,2026,884,2911,1644
2572,3473,846,2548,3045,1953
2006,2390,2842,2333,1321,387
1107,2377,2872,2536,602,2318
3398,1132,2713,979,1591,84
3274,1132,1609,956,2154,1857
2838,1350,3139,2292,456,2177
449,2255,2722,2985,1560,2491
1692,1885,1716,2419,587,3159
2464,1123,1958,1584,3428,1094
1477,801,781,353,35,2927
1461,2985,2255,202,2487,1804
643,2885,1457,1719,2084,604
546,2541,2732,1655,2569,1590
2924,1727,3355,1193,309,1163
2545,3062,2951,3194,658,377
2124,1662,2363,1922,1363,3306
3018,1759,338,3229,1833,951
3052,3451,1387,300,2767,521
1696,2862,1878,3222,2307,40
78,1881,611,1555,1671,398
2421,91,3438,1439,90,2011
3220,1390,2304,3429,2438,86
2537,1438,1287,676,3472,1126
1356,1340,1643,3379,2758,840
705,1784,3190,2508,516,1887
2406,2048,2330,616,2432,1166
735,1005,3149,1682,372,2890
3123,1887,2477,2505,607,705
2789,1025,319,2893,1181,3103
340,2812,1531,2814,2868,60
1292,2869,2662,1969,1748,971
2328,2929,3115,3319,2540,1115
2407,1781,2382,3487,452,3311
840,2374,1586,1255,2145,1136
2970,1664,1628,3281,2166,2075
933,637,3034,45,1117,2326
2461,964,1251,2224,713,1803
1232,2251,175,2798,2448,194
1959,1765,892,1945,1361,9
1836,1645,3527,1010,3029,1686
1334,1186,2587,3173,3117,283
2110,2990,858,515,3035,2636
1921,2923,2827,2965,2259,314
919,2606,877,911,3420,1966
1928,483,313,1883,1819,2335
2209,2325,841,1276,2975,2742
1225,435,1162,2195,1995,1088
3022,310,372,2665,2595,3149
1858,356,1481,1033,1284,2273
3179,1549,246,2668,2844,1948
3217,215,845,529,1475,835
1994,3345,3511,684,1663,1131
3091,2099,67,869,1019,3376
1147,2454,1512,288,3525,1214
1840,254,2070,185,1827,2920
2872,2377,2912,2483,406,369
1391,2503,328,3339,1287,676
1434,743,2013,3006,3509,399
391,631,903,1826,1485,1675
1498,3115,3266,1386,2929,2512
546,2493,1890,1655,1060,73
682,1630,2112,2741,2035,661
2391,2190,2739,2934,2163,2332
2253,657,1700,1918,1309,394
2495,2133,2951,3194,1469,1526
1043,290,2403,1706,208,1943
2035,1124,866,649,682,2933
2121,1953,2481,2122,2572,819
742,3359,2638,714,2840,460
1274,79,884,50,2833,1644
668,1455,550,929,2431,2091
1504,999,3475,219,3143,1210
2677,36,3110,1597,2416,3031
2086,2868,3260,1531,1700,1309
1058,2772,1513,1199,1386,1142
1733,2631,2278,758,890,600
125,2015,598,3188,1804,202
2308,747,2998,567,836,594
1187,2014,459,2005,1981,2302
2571,404,2327,1152,1409,3221
20,1313,2904,3312,1816,851
1659,2046,1778,1635,3122,2829
1772,2881,3489,2774,1920,158
2457,466,2931,2239,1295,1250
1925,570,2800,2474,1281,3147
